step,Tx,Ty,Tz,Axy,Axz,Ayz,Ayx,Azx,Azy,Px,Py,Pz
99,0.3304421517092305,-0.002831794346946086,-0.002829980354871996,1.1125150361485491e-05,5.151354539914676e-06,0.0005609097219976345,0.00011651417793466132,0.0026052832749244356,1.9142341043292034e-05,-5.8339752553454996e-05,-2.2331567264823924e-05,0.0006440525350901776
100,0.3304430584159911,-0.0028318130860105354,-0.0028297831575076456,1.186180760134569e-05,5.209781812944088e-06,0.0005673810069111731,0.0001150686878464068,0.002744039626651249,1.9344107872034672e-05,-6.162583244860927e-05,-2.25853827956372e-05,0.0006514775666389484
101,0.330444064018812,-0.0028318352640624915,-0.002829565355687249,1.2646795384400648e-05,5.2687117555337794e-06,0.0005739282075739045,0.00011313816213864942,0.002890204234457599,1.954693969171401e-05,-6.50968391761827e-05,-2.2841819960398157e-05,0.0006589890628059632
102,0.3304451793503045,-0.0028318613456640115,-0.0028293247757631523,1.3483281193548675e-05,5.328129018779001e-06,0.0005805523651329371,0.00011067503163855426,0.003044173074669402,1.975076254722426e-05,-6.876315019027683e-05,-2.3100882156083817e-05,0.0006665881346010847
103,0.3304464164323362,-0.002831891853796925,-0.002829059014708817,1.4374639752540575e-05,5.388015723426443e-06,0.0005872545527198372,0.00010762805013156332,0.003206363223545476,1.9955495537161026e-05,-7.263572005481184e-05,-2.3362570347465966e-05,0.0006742759195957985
104,0.33044778860667035,-0.0028319273770023696,-0.0028287654160850514,1.5324466483808396e-05,5.4483511770176755e-06,0.000594035878207193,0.0001039420416102307,0.0033772139629257175,2.0161050276829065e-05,-7.672611160184728e-05,-2.3626882791810465e-05,0.0006820535838606737
105,0.33044931067991956,-0.0028319685773618274,-0.002828441043518122,1.6336591818732747e-05,5.5091115605889e-06,0.0006008974872808036,9.95576318805211e-05,0.003557187940209643,2.0367330317402774e-05,-8.104652860301845e-05,-2.3893814732237333e-05,0.0006899223241169228
106,0.3304509990843672,-0.002832016199415936,-0.002828082651441493,1.741509641008716e-05,5.5702695818161725e-06,0.0006078405668645863,9.441096374206636e-05,0.003746772384684216,2.0574230516643608e-05,-8.560984999590668e-05,-2.4163358056223545e-05,0.0006978833701271952
107,0.33045287205637663,-0.0028320710801283903,-0.002827686652830256,1.8564327298731514e-05,5.631794091260203e-06,0.0006148663489395181,8.843339495051837e-05,0.003946480382172543,2.0781636356678184e-05,-9.042966570186501e-05,-2.44355009143906e-05,0.0007059379873529146
108,0.3304549498342874,-0.0028321341600128047,-0.002827249083632256,1.9788915088463312e-05,5.693649657566538e-06,0.0006219761148026178,8.155117816924848e-05,0.004156852209899309,2.0989423203605774e-05,-9.552031406469579e-05,-2.47102272945593e-05,0.0007140874799095259
109,0.33045725487789873,-0.0028322064955528326,-0.002826765563573948,2.109379218503015e-05,5.755796097599383e-06,0.0006291711998178109,7.368512212522386e-05,0.004378456733357942,2.1197455503157207e-05,-0.00010089692093036835,-2.4987516545122207e-05,0.0007223331938534634
110,0.3304598121118577,-0.002832289273059152,-0.0028262312529908837,2.2484212157032885e-05,5.818187956834063e-06,0.0006364529987154986,6.475023320272403e-05,0.004611892866812231,2.1405585905818826e-05,-0.00010657544037615003,-2.5267342840727105e-05,0.0007306765208397006
111,0.33046264919550866,-0.0028323838241212022,-0.002825640805303399,2.3965770278000545e-05,5.880773934991226e-06,0.0006438229715052985,5.4655336740525076e-05,0.004857791098862891,2.1613654314116155e-05,-0.00011257269708330138,-2.554967458278359e-05,0.0007391189021920292
112,0.3304657968220232,-0.002832491642827068,-0.0028249883147271246,2.554442531029812e-05,5.943496251407304e-06,0.0006512826500723866,4.330267734676079e-05,0.005116815084248349,2.1821486844022154e-05,-0.00011890643032895269,-2.5834473725318772e-05,0.0007476618334341832
113,0.33046928904991374,-0.0028326144049417292,-0.00282426725877623,2.7226522592284422e-05,6.006289944121356e-06,0.0006588336455370556,3.058749761410331e-05,0.005389663302717446,2.2028894690780033e-05,-0.00012559533955043906,-2.6121695016179526e-05,0.0007563068693340662
114,0.33047316367034474,-0.00283275398925132,-0.0028234704350840146,2.9018818490736426e-05,6.069082096353249e-06,0.000666477656465324,1.6397594710613308e-05,0.005677070785397556,2.223567288923679e-05,-0.00013265913140811077,-2.6411285141260103e-05,0.0007650556295202916
115,0.33047746261399275,-0.002832912501300455,-0.002822589892032766,3.092850628028213e-05,6.131790983399905e-06,0.0006742164780282708,6.128544431383744e-07,0.005979810908569455,2.2441598956374177e-05,-0.00014011856823863608,-2.6703181758007033e-05,0.0007739098047361053
116,0.3304822324015695,-0.002833092299768975,-0.0028216168526517685,3.2963243510784605e-05,6.194325132425164e-06,0.0006820520122183462,-1.689523745336971e-05,0.006298697254133714,2.2646431402742515e-05,-0.00014799551775062655,-2.69973124023298e-05,0.000782871163803733
117,0.3304875246425164,-0.0028332960257558097,-0.002820541631210312,3.513118092177315e-05,6.2565822873297645e-06,0.0006899862792433335,-3.626410684943325e-05,0.006634585535292189,2.284990809773025e-05,-0.00015631300376448223,-2.7293593249982547e-05,0.0007919415613792667
118,0.33049339658679816,-0.0028335266352586975,-0.0028193535419033947,3.744099296030669e-05,6.318448270259623e-06,0.000698021430230817,-5.7640625378898715e-05,0.006988375585050334,2.3051744470916815e-05,-0.0001650952577392089,-2.7591927711341095e-05,0.0008011229465880994
119,0.33049991173517324,-0.0028337874351608873,-0.002818040799001462,3.99019099544281e-05,6.379795730958557e-06,0.0007061597613905587,-8.118166671682966e-05,0.007361013404045046,2.3251631530016797e-05,-0.0001743677707569026,-2.7892204834348837e-05,0.0008104173726399621
120,0.3305071405137958,-0.002834082123057779,-0.002816590407815109,4.252375198880832e-05,6.4404827748924474e-06,0.0007144037297976743,-0.00010705468409828917,0.0077534932628898125,2.3449233672511288e-05,-0.00018415734554984197,-2.8194297487022644e-05,0.0008198270075335705
121,0.3305151610195042,-0.0028344148312786405,-0.0028149880458126376,4.5316964521787794e-05,6.500351460696285e-06,0.0007227559709761135,-0.00013543830774269205,0.008166859852669867,2.3644186265236673e-05,-0.00019449214805136305,-2.8498060285811442e-05,0.0008293541459727473
122,0.3305240598426749,-0.002834790175479608,-0.002813217933225621,4.829265577338196e-05,6.559226157638023e-06,0.0007312193184799818,-0.00016652296029719566,0.00860221047537736,2.3836092962013155e-05,-0.00020540175782860328,-2.880332723100819e-05,0.0008390012226288507
123,0.3305339329750609,-0.002835213308204172,-0.0028112626924889014,5.146263590216735e-05,6.616911753895644e-06,0.0007397968256904149,-0.00020051148774943967,0.009060697263907805,2.402452272524814e-05,-0.00021691721660731494,-2.9109909004098605e-05,0.0008487708268981274
124,0.3305448868105802,-0.00283568997782531,-0.0028091031958906863,5.483945797401213e-05,6.673191706771349e-06,0.00074849179006557,-0.00023761980246772308,0.009543529418695932,2.420900651205128e-05,-0.00022907107392308485,-2.9417589874453197e-05,0.000858665719318792
125,0.33055703924757096,-0.0028362265932986306,-0.0028067184008604812,5.843646070807925e-05,6.72782592702121e-06,0.0007573077801050373,-0.0002780775340838807,0.010051975445100048,2.4389033579698687e-05,-0.0002418974287237225,-2.9726124154538524e-05,0.0008686888498285201
126,0.3305705209015592,-0.0028368302951677898,-0.002804085172404582,6.226781296385233e-05,6.780548490767839e-06,0.0007662486653125183,-0.0003221286828176325,0.01058736537218983,2.456404735790704e-05,-0.0002554319654983146,-3.003523213273332e-05,0.0008788433780619547
127,0.33058547643808833,-0.0028375090332707826,-0.0028011780923166254,6.634855990808475e-05,6.8310651743517345e-06,0.0007753186494657645,-0.0003700322685258766,0.011151092929591457,2.4733440827490334e-05,-0.0002697119832128009,-3.0344595401634865e-05,0.000889132695907458
128,0.330602066035604,-0.00283827165159826,-0.002797969254954787,7.069467077073157e-05,6.879050810399546e-06,0.0007845223075287455,-0.00042206296721667395,0.011744617654427511,2.489655133529406e-05,-0.00028477641498122716,-3.065385148609054e-05,0.0008995604525633102
129,0.33062046698874975,-0.0028391279807521803,-0.00279442804959597,7.532308806514996e-05,6.924146467175323e-06,0.0007938646265670155,-0.0004785117249662375,0.012369466895087096,2.5052654764050904e-05,-0.00030066583598702573,-3.096258766031554e-05,0.0009101305823565179
130,0.3306408754626686,-0.0028400889384446776,-0.002790520929664456,8.025177810887821e-05,6.965956458169468e-06,0.0008033510510539516,-0.0005396863370831526,0.013027237672499435,2.5200958962977148e-05,-0.00031742245667906694,-3.127033382519777e-05,0.0009208473356116806
131,0.330663508408982,-0.0028411666384637996,-0.002786211169500059,8.54997826377915e-05,7.0040451956849065e-06,0.0008129875329816937,-0.0006059119779446594,0.01371959835268917,2.534059632933295e-05,-0.0003350900976898761,-3.157655429668155e-05,0.0009317153128829489
132,0.3306886056539672,-0.0028423745085168796,-0.002781458609795272,9.108727125877215e-05,7.037933910300226e-06,0.0008227805872152353,-0.0006775316641480763,0.014448290076591808,2.5470615413505768e-05,-0.0003537141422454707,-3.1880638332370956e-05,0.000942739502889479
133,0.33071643216901897,-0.0028437274173461484,-0.0027762193934085886,9.703559443336399e-05,7.067097268771179e-06,0.0008327373525522254,-0.000754906630442664,0.015215127884338537,2.5589971399157156e-05,-0.00037334146104115747,-3.218188919641313e-05,0.0009539253245221126
134,0.33074728053267005,-0.002845241811501754,-0.002770445693971327,0.00010336733663070437,7.090959936254664e-06,0.0008428656589693233,-0.0008384165943012747,0.016022001461428792,2.5697515285548525e-05,-0.0003940203036301074,-3.24795115314567e-05,0.0009652786733189136
135,0.330781473592164,-0.0028469358621621924,-0.0027640854405660887,0.00011010636923129423,7.108893144415922e-06,0.0008531741015522825,-0.0009284598809292182,0.016870875423360757,2.579198157049488e-05,-0.00041580014929181835,-3.2772596771356314e-05,0.0009768059728358595
136,0.33081936733070794,-0.002848829622425217,-0.0027570820427875926,0.00011727790270888858,7.120211347312507e-06,0.0008636721216153788,-0.0010254533759731345,0.017763789043376634,2.5871974199375907e-05,-0.0004387315090992972,-3.3060106287414246e-05,0.0009885142313684834
137,0.33086135394394356,-0.0028509451955716207,-0.002749374121718297,0.00012490853756736849,7.124169069992065e-06,0.0008743700955160001,-0.0011298322681796637,0.018702855315028886,2.5935950506262963e-05,-0.0004628656694673497,-3.334085191586044e-05,0.0010004111045088277
138,0.3309078651257088,-0.0028533069149555973,-0.002740895253778411,0.00013302631346984926,7.119958082881562e-06,0.0008852794316607277,-0.0012420495387773702,0.019690259227360778,2.59822028289468e-05,-0.0004882543658248135,-3.3613473462371005e-05,0.0010125049640488937
139,0.33095937555864274,-0.0028559415364325436,-0.002731573736053795,0.00014166075597292596,7.106705067660156e-06,0.0008964126761755709,-0.0013625751484582112,0.020728255115755777,2.6008837427029223e-05,-0.0005149493731980406,-3.387641272215557e-05,0.0010248049737659937
140,0.33101640659941395,-0.0028588784446423533,-0.002721332383567538,0.00015084292028043423,7.083469977570117e-06,0.0009077836276736389,-0.001491894866594437,0.02181916293615452,2.6013750272707355e-05,-0.0005430019984174163,-3.4127883490393495e-05,0.0010373211726463888
141,0.3310795301411136,-0.0028621498750783913,-0.0027100883710334143,0.00016060543146733714,7.049245337521322e-06,0.0009194074614959743,-0.0016305086808699827,0.022965363294662137,2.599459921507711e-05,-0.0005724624563688489,-3.43658369673722e-05,0.0010500645661189556
142,0.3311493726264168,-0.0028657911547551474,-0.002697753133884622,0.00017098252070922915,7.002956775632988e-06,0.0009313008637212189,-0.0017789287190186805,0.024169291048965397,2.594877194154314e-05,-0.0006033791102323842,-3.458792188647389e-05,0.0010630472258804692
143,0.3312266191742449,-0.0028698409655181826,-0.0026842323457602728,0.0001820100572023757,6.943465127875578e-06,0.0009434821751363449,-0.0019376766081094304,0.02543342728294565,2.5873349072420283e-05,-0.0006357975530290542,-3.479143861117705e-05,0.0010762823988965016
144,0.3313120177696126,-0.0028743416356986594,-0.0026694259920765047,0.00019372557569021447,6.8695705089189134e-06,0.0009559715452321025,-0.002107280191156675,0.026760289442006653,2.5765061628548725e-05,-0.0006697595051180488,-3.497328636117791e-05,0.001089784626156676
145,0.33140638345090595,-0.0028793394679818727,-0.0026532285616941154,0.00020616829984536388,6.780018793241732e-06,0.0009687910961323089,-0.0022882695162324807,0.028152419404617504,2.5620242006927842e-05,-0.0007053014996804683,-3.512990263895609e-05,0.0011035698717511732
146,0.33151060241080554,-0.0028848851140963845,-0.002635529380863484,0.00021937916221178533,6.673510996690299e-06,0.0009819650961903122,-0.002481172010311046,0.02961236925613168,2.5434767488561325e-05,-0.0007424533258852807,-3.525719383992009e-05,0.0011176556628177269
147,0.33162563590630867,-0.0028910340102608896,-0.002616213115377366,0.00023340082200913294,6.548716086028109e-06,0.0009955201427915457,-0.0026865067495312855,0.031142684524804308,2.520399518922799e-05,-0.0007812361976307474,-3.535045594612865e-05,0.0011320612408926554
148,0.331752523849733,-0.00289784689120157,-0.0025951604679406988,0.00024827768285659883,6.404287765216893e-06,0.0010094853537048194,-0.0029047777403200317,0.03274588463771451,2.492268725453884e-05,-0.0008216606148603662,-3.5404284131364014e-05,0.0011468077251918926
149,0.33189238792622155,-0.0029053904048052196,-0.0025722490978816927,0.0002640559133947042,6.238885785575924e-06,0.0010238925661394682,-0.0031364661329427133,0.03442444035640671,2.4584925003750405e-05,-0.0008637238849554129,-3.541247005218605e-05,0.0011619182883679984
150,0.332046434054224,-0.002913737853758087,-0.0025473547891549327,0.0002807834748651653,6.051202292537468e-06,0.0010387765425242809,-0.003382021301765044,0.03618074795852044,2.4184010657013298e-05,-0.0009074072742318732,-3.536788557757912e-05,0.0011774183453589454
151,0.3322159539739388,-0.0029229700942381884,-0.0025203528897992833,0.0002985101609264826,5.8399936451714e-06,0.0010541751819647413,-0.003641850746180414,0.038017099941961244,2.371235525451085e-05,-0.000952672764893552,-3.526235173379733e-05,0.0011933357561042205
152,0.33240232571508127,-0.0029331766239440306,-0.0024911200413168465,0.000317287656283857,5.604118015361614e-06,0.0010701297364152996,-0.00391630879424342,0.03993565204105115,2.3161351420090623e-05,-0.000999459401845319,-3.508649173036266e-05,0.0012097010432043003
153,0.3326070126600106,-0.0029444568910977505,-0.0024595362096337873,0.0003371696220072825,5.342578881733284e-06,0.0010866850308965457,-0.004205684129039304,0.0419383863575569,2.2521229766087954e-05,-0.0010476792276263676,-3.482956711394858e-05,0.0012265476261181063
154,0.3328315608816228,-0.002956921850705826,-0.0024254870203483723,0.0003582118165676913,5.054574272855158e-06,0.0011038896876902028,-0.004510186207129375,0.04402707042073846,2.1780898020453682e-05,-0.0010972128235737673,-3.447929640034755e-05,0.0012439120743214123
155,0.3330775943978938,-0.002970695781931088,-0.0023888663900673924,0.00038047226245591364,4.739551280662403e-06,0.001121796355471552,-0.004829930700253408,0.04620321199633376,2.092776242717966e-05,-0.001147904502418118,-3.40216559999207e-05,0.0012618343831125895
156,0.33334680794681126,-0.0029859183580997,-0.002349579433299672,0.00040401146852905205,4.397264962483718e-06,0.0011404619459271677,-0.005164924166659761,0.04846800946166339,1.9947531678796964e-05,-0.0011995572330598956,-3.344066392394768e-05,0.0012803582775882602
157,0.3336409568468158,-0.0030027469255378323,-0.0023075456115110096,0.00042889271767983266,4.027840289300065e-06,0.0011599478827025572,-0.00551504824717133,0.05082229755121822,1.882400463575802e-05,-0.0012519274233248829,-3.2718147691667524e-05,0.0012995315528726876
158,0.33396184346883223,-0.003021358896105575,-0.0022627020788225857,0.00045518242775216414,3.631835300883607e-06,0.0011803203706729076,-0.005880043782680434,0.053266488255963966,1.7538844423012458e-05,-0.0013047197417554814,-3.183349910209557e-05,0.0013194064621150203
159,0.3343112998067493,-0.0030419540886854088,-0.0022150071690268747,0.0004829505905553456,3.2103031258118847e-06,0.0012016506976487856,-0.006259495362261572,0.055800506637930763,1.6071343197062728e-05,-0.0013575822251015418,-3.0763420146697107e-05,0.0013400401681619393
160,0.3346911655947382,-0.003064756766306709,-0.0021644439627605595,0.0005122712891617793,2.7648500593340132e-06,0.0012240155857656634,-0.006652816930937098,0.05842372131644941,1.439818395302804e-05,-0.0014101019934089371,-2.9481666356149016e-05,0.0013614952801701934
161,0.3351032613847526,-0.0030900170101356983,-0.002111023873192037,0.0005432232873705064,2.2976865135673263e-06,0.001247497615884033,-0.0070592392076949525,0.06113486942327902,1.2493208147252539e-05,-0.0014618019775237772,-2.7958796311429982e-05,0.0013838405025697065
162,0.33554935597179797,-0.0031180109554665805,-0.002054790194028729,0.0005758906774961225,1.811667417125619e-06,0.0012721857550724257,-0.007477799779455943,0.0639319759558847,1.0327200534611806e-05,-0.0015121391507829202,-2.6161938874707037e-05,0.0014071514302858375
163,0.3360311275493175,-0.003149039299926701,-0.0019958215641436372,0.0006103635640754032,1.3103186000114721e-06,0.0012981760240902758,-0.007907336834104847,0.06681226774253043,7.867705268445523e-06,-0.001560504841655297,-2.405459280296036e-05,0.0014315115301759883
164,0.33655011801129386,-0.0031834233989356388,-0.0019342353156572216,0.0006467387526999108,7.978459042313726e-07,0.0013255723477793725,-0.008346487560796104,0.06977208274417414,5.078889683566657e-06,-0.0016062277779787283,-2.1596476591225765e-05,0.001457013352974567
165,0.33710767992053486,-0.0032214982139159567,-0.0018701906812687368,0.0006851204065059775,2.791242551943176e-07,0.0013544876349987267,-0.008793692260332197,0.07280677623531981,1.9214738802608864e-06,-0.001648580562893103,-1.8743449310257213e-05,0.0014837600209095013
166,0.3377049158746499,-0.0032636014072968894,-0.0018038918337416395,0.0007256206298753439,-2.4033525395255137e-07,0.001385045134296445,-0.009247205151152344,0.07591062659561107,-1.6472552478577825e-06,-0.0016867902891463601,-1.5447525357911e-05,0.0015118670313432284
167,0.3383426103732279,-0.003310058021330641,-0.0017355907055603044,0.0007683599419026351,-7.544410495148993e-07,0.0014173801046136543,-0.009705112704218,0.07907674503479274,-5.673328087415044e-06,-0.0017200539379289242,-1.1657006768947137e-05,0.0015414644038409969
168,0.3390211548772159,-0.0033611604700046808,-0.001665589479769278,0.0008134676133923821,-1.2565988048296263e-06,0.0014516418245474846,-0.010165360070646294,0.08229699552340868,-1.0205860440020359e-05,-0.0017475590513793225,-7.316755223587085e-06,0.0015726991746994562
169,0.3397404676029319,-0.00341714403959411,-0.0015942425470335609,0.0008610818621456506,-1.7398086288598265e-06,0.0014879959370522641,-0.010625785762698048,0.08556193336086233,-1.5296697692642094e-05,-0.001768509882695367,-2.368621306283941e-06,0.0016057382077609786
170,0.34049991073080227,-0.0034781587363795557,-0.0015219575898719345,0.0009113499322670707,-2.1967770250682445e-06,0.0015266270881041043,-0.011084164207228804,0.08886077289557202,-2.0999935698828847e-05,-0.0017821587869323683,3.247959868012135e-06,0.0016407712436528618
171,0.3412982091031972,-0.0035442391066746247,-0.001449195296235718,0.0009644281220736039,-2.620036710580058e-06,0.001567741769163848,-0.011538255126764825,0.09218139648902723,-2.7371330096919694e-05,-0.001787842007044536,9.595210253429327e-06,0.001678014054544506
172,0.3421333760273238,-0.003615274502973497,-0.0013764670509091304,0.001020481866834916,-3.002065332224883e-06,0.001611571218775059,-0.011985857960943957,0.09551041734303933,-3.44676183223754e-05,-0.0017850182523119198,1.6736108101573242e-05,0.0017177115147690614
173,0.34300265327781326,-0.003690983044413261,-0.0013043298511396747,0.001079686018760003,-3.3353926458994674e-06,0.0016583741866095826,-0.012424868797173295,0.09883330771344995,-4.234579117377427e-05,-0.0017733076261578803,2.4733385049028478e-05,0.001760140349488004
174,0.343902473496895,-0.0037708930360145568,-0.0012333777003005857,0.0011422254867303392,-3.61268536531584e-06,0.0017084393253766312,-0.012853336642056793,0.10213460084840896,-5.1062361644108045e-05,-0.00175252766233604,3.3648481972284844e-05,0.0018056112968378212
175,0.3448284535354715,-0.0038543356652875915,-0.0011642289063110301,0.0012082963913729913,-3.826800166479799e-06,0.0017620869654929251,-0.013269515461118568,0.10539816953309705,-6.0672685894242164e-05,-0.0017227226527670024,4.354054282607526e-05,0.001854470426598139
176,0.3457754264883577,-0.003940452212084894,-0.0010975090844758892,0.0012781078494042615,-3.9707985950754506e-06,0.001819670055772977,-0.013671908364741258,0.10860757666357163,-7.123039308112377e-05,-0.001684182305687389,5.446553773763025e-05,0.001907099409596824
177,0.34673751799020724,-0.004028217707635327,-0.001033830228344341,0.00135188442399214,-4.037922778457185e-06,0.001881574126093173,-0.014059300705880816,0.11174648461986578,-8.278697634738074e-05,-0.0016374462430732589,6.647560866351564e-05,0.0019639146282948287
178,0.3477082687334373,-0.004116481037110508,-0.0009737668991287602,0.0014298691743607462,-4.021537198648388e-06,0.0019482162404946162,-0.014430779691638243,0.11479910166439379,-9.539158675462317e-05,-0.0015832920194351848,7.961872032262789e-05,0.002025365151078849
179,0.3486808004540686,-0.004204019159648065,-0.0009178312679765917,0.0015123271273162282,-3.915048039341859e-06,0.0020200430454152115,-0.014785739316001833,0.11775063672812297,-0.00010909105651780766,-0.0015227061469973231,9.393867549506413e-05,0.0020919297407636507
180,0.34964801745390134,-0.004289600845176567,-0.0008664492649071577,0.0015995489016373985,-3.711816152498704e-06,0.0020975281522039512,-0.015123870826316114,0.12058773024202976,-0.00012393015964506156,-0.001456839783883726,0.00010947551955341645,0.002164113204500495
181,0.3506028309746275,-0.004372053594165057,-0.0008199402910933841,0.0016918541684884827,-3.4050810596692676e-06,0.0021811691971502295,-0.015445140315719431,0.12329882910349134,-0.00013995209948045932,-0.0013869528699407415,0.00012626631938618816,0.0022424424900841892
182,0.351538390335309,-0.004450326643086481,-0.0007785027440579456,0.0017895946432093805,-2.987910928200182e-06,0.002271484972686287,-0.01574975615890048,0.1258744786069822,-0.0001571991960394175,-0.0013143521184762071,0.0001443462634558119,0.002327462972278285
183,0.35244830340504585,-0.004523543388315364,-0.0007422069916926874,0.0018931563766970791,-2.4531875797614128e-06,0.002369013009780933,-0.016038129704729898,0.12830751248895558,-0.00017571373323749885,-0.0012403290207155574,0.00016374999936015245,0.002419735345300596
184,0.35332683001121395,-0.004591038119896083,-0.0007109965185030147,0.0020029612323262413,-1.7936277894672665e-06,0.002474307919601375,-0.016310832829333394,0.1305931326873342,-0.0001955389182082747,-0.0011661037328328564,0.00018451310791269958,0.0025198334522528723
185,0.3541690350843324,-0.00465237430251573,-0.0006846969399741727,0.002119467569578669,-1.0018344724715733e-06,0.0025879406918619743,-0.016568555668644607,0.1327288812002298,-0.00021671990217765445,-0.0010927794942948185,0.00020667361040100125,0.002628343259442143
186,0.35497089307925755,-0.00470734425857964,-0.0006630316447746437,0.0022431702781067816,-7.036573697127172e-08,0.002710499024405132,-0.016812067210484484,0.1347145158532102,-0.00023930481443593834,-0.0010213103938181368,0.0002302734170401575,0.0027458630493695517
187,0.3557293405999868,-0.004755952462839545,-0.0006456421501781923,0.002374600392056469,1.008192645719517e-06,0.0028425886485400533,-0.01704218059893287,0.13655180862948188,-0.00026334576695338075,-0.0009524832881118951,0.00025535964586733827,0.0028730047852053896
188,0.3564422792828158,-0.004798386341679853,-0.0006321109369067756,0.002514324552570137,2.2411649168116346e-06,0.0029848355346427688,-0.017259724153556786,0.1382442889242697,-0.0002888997959320524,-0.000886912896783217,0.0002819857673363928,0.003010396509156862
189,0.35710853513656327,-0.004834979288571123,-0.0006219845692228341,0.0026629445781391876,3.635743265030429e-06,0.0031378888190946685,-0.01746551836148047,0.13979695474260903,-0.00031602971675369096,-0.0008250478232513891,0.00031021255574485506,0.003158685584888748
190,0.3577277832820056,-0.004866170587628021,-0.0006147952340867284,0.0028210973594344066,5.198971346006126e-06,0.0033024242840516515,-0.017660358535855902,0.14121597303886455,-0.0003448048790927424,-0.0007671845924202763,0.0003401088506280981,0.0033185425786864072
191,0.35830044828409957,-0.004892466272053037,-0.0006100793375408876,0.002989455233479734,6.937753815819822e-06,0.0034791482372111176,-0.017845002471620512,0.14250838691385823,-0.0003753018183379846,-0.0007134867022212691,0.0003717521473200755,0.0034906655877651425
192,0.358827590202425,-0.004914403903868456,-0.0006073923589259034,0.0031687269269880976,8.858888219001303e-06,0.0036688016692208035,-0.01802016225030999,0.14368184308574194,-0.00040760480713424144,-0.0006640060100535423,0.00040522904552453006,0.003675784856720526
193,0.3593107854301974,-0.004932523111377,-0.0006063196865473662,0.0033596591018082624,1.0969112743010392e-05,0.0038721646023381837,-0.018186499309564667,0.14474434864860805,-0.0004418063164020846,-0.0006187043350726601,0.0004406355886512363,0.003874667564516304
194,0.35975200973652033,-0.0049473426665497915,-0.0006064835789583007,0.0035630384930513573,1.3275161830165915e-05,0.00409006057875745,-0.01834462195260174,0.14570406213659706,-0.00047800739853240485,-0.0005774737896756307,0.0004780775261710133,0.004088122706666398
195,0.36015352902732334,-0.004959344048671898,-0.0006075466869119577,0.0037796946042564995,1.5783821188467477e-05,0.004323361266963608,-0.018495084585286505,0.14656912061254326,-0.0005163180067588593,-0.0005401549410094882,0.0005176705278198706,0.004317006035228708
196,0.36051780147661844,-0.004968960867839706,-0.0006092127339798315,0.0040105029123784375,1.850197400363531e-05,0.004572991188229877,-0.018638388100199237,0.1473475020070689,-0.0005568572643216636,-0.0005065523807560533,0.0005595403734722877,0.004562225050368845
197,0.3608473930353885,-0.004976573199307577,-0.0006112250090077341,0.0042563885352310945,2.14366307586233e-05,0.004839932583200583,-0.0187749809559494,0.1480469202230945,-0.0005997536953543964,-0.00047644762753602414,0.0006038231369272819,0.004824744061055866
198,0.3611449069960826,-0.004982505760861255,-0.0006133632995344619,0.004518330321689751,2.459493570558294e-05,0.005125230451468682,-0.018905260613350128,0.14867474948998544,-0.0006451454268437846,-0.00044960950914005787,0.0006506653763823784,0.005105589349665355
199,0.36141292730206676,-0.004987028891770545,-0.0006154398211828422,0.0047973653372183865,2.798414348826344e-05,0.00542999780649943,-0.01902957508265988,0.1492379739639195,-0.0006931803678625616,-0.0004258022946647587,0.0007002243393741832,0.005405854487251002
200,0.36165397462204285,-0.0049903614072483084,-0.0006172945989093284,0.005094593731685558,3.161155953742398e-05,0.005755421195442218,-0.019148224407433016,0.1497431584849586,-0.0007440163687968785,-0.00040479189705996813,0.0007526681855734066,0.0057267058545288595
201,0.3618704738115992,-0.004992674560784636,-0.0006187906507543661,0.0054111839913206046,3.5484437575340336e-05,0.006102766539383229,-0.019261461962769802,0.15019643658895312,-0.000797821359634473,-0.0003863504698651328,0.0008081762270090981,0.006069388429605667
202,0.36206473119957916,-0.004994096515165453,-0.0006198092259068304,0.005748378591120455,3.960982682043704e-05,0.006473385355249717,-0.019369495482228275,0.1506035122284857,-0.0008547734626069109,-0.00037025969806228447,0.0008669391819430776,0.006435231908351443
203,0.36223892010831965,-0.004994716880503432,-0.0006202452635572737,0.006107500077662553,4.3994360247247e-05,0.0068687214265013416,-0.019472487751843997,0.1509696721008096,-0.0009150610705786098,-0.000356313046198352,0.0009291594355489731,0.006825657227977709
204,0.362395073093284,-0.004994591013078655,-0.0006200031701140505,0.006489957625091352,4.8643973494720506e-05,0.007290317996385494,-0.019570556924741116,0.15129980595420733,-0.0009788828784775443,-0.00034431718631954754,0.0009950512975799887,0.007242183569513173
205,0.3625350795280005,-0.004993743878092015,-0.0006189929600645339,0.006897254119216617,5.356354167848431e-05,0.007739825565214283,-0.019663776418294098,0.15159843270862783,-0.0010464478506488862,-0.00033409278900875365,0.0010648412441329853,0.007686435920955564
206,0.3626606873332903,-0.004992173362935572,-0.0006171267686214849,0.007330993836478845,5.875641837858914e-05,0.008219010382080222,-0.019752174359704267,0.15186973065815407,-0.001117975102130558,-0.0003254748254445969,0.001138768127229079,0.008160153290260708
207,0.3627735078333422,-0.004989852988118884,-0.0006143157200819896,0.0077928907963039085,6.422385733933132e-05,0.008729763731827996,-0.019835732546652923,0.15211757040921556,-0.0011936936663122504,-0.00031831249776451587,0.0012170833320161857,0.008665197666244536
