step,stage,Ez_V_per_m,dmax_final,Tx,Ty,Tz,Axy,Axz,Ayz,Ayx,Azx,Azy,Px,Py,Pz,P_C_per_m2
20,Ez0_before,0.0,6.192393407183916e-06,0.3822300215723981,0.0028638593936335874,0.0007549542961231293,0.15981785546812816,-0.011013201269634012,0.16088295697882748,0.0016679947779233467,0.23035535951342268,-0.0004184256609287954,-0.0032321939732572356,0.0016898976524273922,0.13192409336147512,-0.2374633680506552
21,Ez0_before,0.0,6.054662330612359e-06,0.3822300161213117,0.002863862084860891,0.0007549546398848529,0.15981793773677283,-0.011013192792663926,0.1608830477125111,0.001667996505668995,0.23035538641253528,-0.00041842407709837166,-0.0032321950171484218,0.0016898937454329316,0.1319241926864591,-0.2374635468356264
22,Ez0_before,0.0,5.9200442573958956e-06,0.3822300106949157,0.002863864763380381,0.0007549549822424117,0.15981801961761538,-0.011013184355631542,0.1608831380243201,0.0016679982254033726,0.2303554131831201,-0.0004184225007100034,-0.0032321960560279337,0.0016898898563380193,0.13192429156445212,-0.23746372481601383
23,Ez0_before,0.0,5.788469675055419e-06,0.38223000529276663,0.0028638674293342313,0.0007549553231634462,0.1598181011147966,-0.011013175958081777,0.16088322791902562,0.0016679999372471027,0.2303554398262866,-0.0004184209318124053,-0.0032321970899290573,0.0016898859850557296,0.13192439000133882,-0.23746390200240988
24,Ez0_before,0.0,5.65987057854489e-06,0.3822299999144411,0.0028638700828640482,0.000754955662624004,0.15981818223251676,-0.011013167599556985,0.16088331740150877,0.0016680016413168964,0.2303554663431932,-0.00041841937044322065,-0.0032321981188884706,0.0016898821314848553,0.13192448800308598,-0.23746407840555478
25,Ez0_before,0.0,5.534180443786396e-06,0.3822299945595288,0.0028638727241128326,0.0007549560006061243,0.159818262975049,-0.011013159279594927,0.16088340647673804,0.0016680033377274744,0.23035549273504477,-0.00041841781662904556,-0.0032321991429458004,0.0016898782955115537,0.13192458557570325,-0.23746425403626584
26,Ez0_before,0.0,5.411334198873741e-06,0.38222998922762763,0.0028638753532255097,0.0007549563370964111,0.15981834334673964,-0.011013150997728247,0.1608834951497523,0.0016680050265924914,0.2303555190030884,-0.00041841627038591316,-0.0032322001621432114,0.0016898744770105765,0.1319246827252173,-0.23746442890539113
27,Ez0_before,0.0,5.291268194151932e-06,0.3822299839183429,0.0028638779703491274,0.000754956672085022,0.15981842335200316,-0.011013142753484625,0.16088358342564604,0.0016680067080248073,0.2303555451486098,-0.0004184147317198405,-0.0032322011765251084,0.001689870675846505,0.13192477945765568,-0.23746460302378022
28,Ez0_before,0.0,5.173920172629742e-06,0.38222997863128594,0.0028638805756325595,0.0007549570055650841,0.15981850299531408,-0.011013134546387408,0.16088367130955705,0.0016680083821366339,0.23035557117292943,-0.0004184132006275993,-0.0032322021861378595,0.001689866891874711,0.13192487577903447,-0.23746477640226205
29,Ez0_before,0.0,5.059229240350627e-06,0.3822299733660739,0.002863883169226325,0.0007549573375322234,0.1598185822811979,-0.01101312637595628,0.1608837588066555,0.0016680100490394877,0.23035559707739883,-0.0004184116770973135,-0.003232203191029525,0.0016898631249424052,0.13192497169534878,-0.23746494905162782
30,Ez0_before,0.0,4.9471358378877506e-06,0.3822299681223299,0.00286388575128216,0.0007549576679842839,0.15981866121422197,-0.011013118241708097,0.16088384592213384,0.0016680117088441124,0.2303556228633964,-0.0004184101611092598,-0.003232204191249693,0.0016898593748894796,0.13192506717116959,-0.23746512090810526
31,Ez0_before,0.0,4.837580441258149e-06,0.382229962900413,0.0028638883220730065,0.000754957996606993,0.15981873979731934,-0.01101311014328121,0.16088393264874645,0.0016680133616194747,0.23035564853298526,-0.0004184086521356049,-0.0032322051868903636,0.0016898556418207186,0.13192516226979578,-0.2374652920856324
32,Ez0_before,0.0,4.73050696556121e-06,0.38222995769978574,0.002863890881377052,0.0007549583238748858,0.15981881803309728,-0.011013102080503281,0.1608840190035708,0.0016680150073191133,0.23035567408624547,-0.0004184071507498126,-0.0032322061779366277,0.001689851925300192,0.13192525698518223,-0.237465462573328
33,Ez0_before,0.0,4.625860048790287e-06,0.3822299525198001,0.0028638934294591793,0.0007549586497449226,0.15981889592749893,-0.011013094052733183,0.1608841049923211,0.0016680166461465022,0.23035569952459967,-0.000418405656902371,-0.0032322071644469465,0.0016898482251509702,0.13192535132080616,-0.23746563237745108
34,Ez0_before,0.0,4.523585329763158e-06,0.3822299473599279,0.00286389596654669,0.0007549589741698455,0.1598189734860424,-0.011013086059377076,0.16088419062004566,0.0016680182782671756,0.23035572484959976,-0.000418404170518754,-0.0032322081464783974,0.001689844541200572,0.13192544528150352,-0.23746580150670635
35,Ez0_before,0.0,4.4236295461269615e-06,0.38222994221973294,0.0028638984928287276,0.0007549592971234654,0.15981905071386066,-0.011013078099888517,0.16088427589182647,0.0016680199038151264,0.23035575006280587,-0.0004184026915309786,-0.003232209124086634,0.001689840873268554,0.1319255388725334,-0.2374659699705601
36,Ez0_before,0.0,4.3259405675399876e-06,0.38222993709883585,0.0028639010084746067,0.0007549596185944371,0.15981912761586695,-0.011013070173748814,0.16088436081277976,0.0016680215229072175,0.23035577516576927,-0.00041840121987392847,-0.0032322100973275368,0.001689837221168667,0.1319256320993316,-0.2374661377787969
37,Ez0_before,0.0,4.230467398114168e-06,0.38222993199689026,0.0028639035136440345,0.0007549599385809282,0.15981920419684947,-0.011013062280455503,0.16088444538802701,0.0016680231356512823,0.23035580016003027,-0.00041839975548245634,-0.003232211066257688,0.0016898335847105954,0.1319257249673974,-0.23746630494131535
38,Ez0_before,0.0,4.137160163994458e-06,0.3822299269135695,0.0028639060084919414,0.0007549602570869989,0.15981928046151955,-0.011013054419516279,0.16088452962267527,0.0016680247421501824,0.23035582504711855,-0.00041839829828985137,-0.003232212030934261,0.0016898299637011114,0.131925817482233,-0.2374664714680194
39,Ez0_before,0.0,4.045970094124218e-06,0.3822299218485583,0.0028639084931706745,0.0007549605741205491,0.1598193564145352,-0.011013046590446,0.16088461352180466,0.0016680263425038794,0.2303558498285544,-0.0004183968482272828,-0.003232212991414784,0.0016898263579447667,0.13192590964931084,-0.2374666373687595
40,Ez0_before,0.0,3.956849498470971e-06,0.3822299168015498,0.0028639109678310253,0.0007549608896918977,0.15981943206051122,-0.011013038792765266,0.16088469709046033,0.0016680279368103778,0.23035587450584877,-0.0004183954052235932,-0.003232213947756944,0.001689822767244523,0.13192600147405506,-0.2374668026532991
41,Ez0_before,0.0,3.869751744864369e-06,0.38222991177224297,0.002863913432622493,0.0007549612038129992,0.15981950740402315,-0.011013031025999633,0.16088478033364628,0.0016680295251662086,0.23035589908050352,-0.00041839396920538807,-0.0032322149000184493,0.0016898191914021892,0.13192609296183078,-0.2374669673312954
42,Ez0_before,0.0,3.7846312364586687e-06,0.3822299067603418,0.0028639158876933974,0.0007549615164969053,0.1598195824496077,-0.011013023289679548,0.16088486325632095,0.0016680311076665278,0.2303559235540112,-0.0004183925400972472,-0.0032322158482568884,0.0016898156302187998,0.13192618411793783,-0.2374671314122881
43,Ez0_before,0.0,3.701443388764991e-06,0.3822299017655553,0.0028639183331908786,0.0007549618277574977,0.15981965720176167,-0.01101301558334021,0.16088494586339364,0.0016680326844052368,0.2303559479278543,-0.0004183911178218948,-0.0032322167925296578,0.0016898120834950127,0.13192627494760678,-0.2374672949056922
44,Ez0_before,0.0,3.620144607724418e-06,0.3822298967875976,0.0028639207692607487,0.0007549621376092436,0.1598197316649398,-0.011013007906521707,0.16088502815972183,0.0016680342554749573,0.2303559722035048,-0.0004183897023004122,-0.003232217732893913,0.001689808551031431,0.1319263654559962,-0.23746745782079318
45,Ez0_before,0.0,3.5406922680031316e-06,0.382229891826187,0.0028639231960474127,0.0007549624460670955,0.15981980584355326,-0.01101300025876911,0.16088511015010817,0.0016680358209670084,0.23035599638242343,-0.00041838829345243987,-0.0032322186694064203,0.0016898050326288544,0.13192645560677918,-0.23746762009220254
46,Ez0_before,0.0,3.463043421608747e-06,0.3822298868817775,0.0028639256138141347,0.0007549627528321782,0.15981987974029954,-0.011012992639756285,0.16088519182684238,0.0016680373809303704,0.23035602046672016,-0.000418386890695433,-0.003232219602164829,0.0016898015283600487,0.13192654546236096,-0.23746778183224973
47,Ez0_before,0.0,3.3871582070382766e-06,0.38222988195392515,0.0028639280223269,0.0007549630583933407,0.15981995335747817,-0.011012985049353056,0.16088527320648488,0.0016680389352982253,0.23035604445648827,-0.0004183854945543246,-0.0032322205311581666,0.0016897980377632332,0.13192663501573174,-0.23746794302831714
48,Ez0_before,0.0,3.3129971419298965e-06,0.38222987704207356,0.0028639304218366426,0.0007549633627202222,0.1598200267006602,-0.0110129774869662,0.16088535429416867,0.0016680404842534043,0.23035606835313416,-0.0004183841049359545,-0.0032322214564474757,0.0016897945606417584,0.13192672426937846,-0.23746810368488122
49,Ez0_before,0.0,3.240521406516761e-06,0.3822298721457859,0.002863932812554833,0.0007549636657770255,0.15982009977493117,-0.01101296995205535,0.16088543509430814,0.0016680420279404926,0.23035609215816563,-0.0004183827217270345,-0.003232222378091083,0.001689791096808911,0.13192681322712024,-0.23746826380881644
50,Ez0_before,0.0,3.1696929483210345e-06,0.3822298672647159,0.0028639351946530478,0.0007549639675478385,0.15982017258493647,-0.011012962444132517,0.1608855156113042,0.0016680435664722703,0.23035611587307336,-0.00041838134482540283,-0.0032322232961447313,0.001689787646075082,0.13192690189317577,-0.2374684234077164
51,Ez0_before,0.0,3.10047452206641e-06,0.3822298623985727,0.0028639375682815425,0.0007549642680305805,0.15982024513505194,-0.011012954962741984,0.16088559584954953,0.0016680450999441748,0.23035613949931583,-0.0004183799741359919,-0.003232224210663206,0.0016897842082494795,0.1319269902719205,-0.23746858248945693
52,Ez0_before,0.0,3.03282969850438e-06,0.3822298575470974,0.00286393993357956,0.0007549645672316051,0.15982031742948338,-0.011012947507448297,0.16088567581340388,0.0016680466284424535,0.2303561630383188,-0.00041837860956765727,-0.00323222512170102,0.0016897807831415838,0.13192707836777604,-0.23746874106199686
53,Ez0_before,0.0,2.9667228581414795e-06,0.38222985271004917,0.00286394229068037,0.0007549648651623089,0.15982038947231933,-0.01101294007782981,0.1608857555071787,0.001668048152048318,0.23035618649147843,-0.00041837725103129113,-0.0032322260293122526,0.0016897773705618691,0.13192716618515254,-0.2374688991332746
54,Ez0_before,0.0,2.9021191785133515e-06,0.382229847887198,0.002863944639713547,0.0007549651618370006,0.1598204612675584,-0.011012932673475253,0.16088583493512854,0.0016680496708400138,0.2303562098601633,-0.0004183758984390326,-0.0032322269335505666,0.0016897739703222385,0.13192725372841868,-0.23746905671115362
55,Ez0_before,0.0,2.838984618100393e-06,0.38222984307832003,0.002863946980806141,0.000754965457271636,0.15982053281912373,-0.011012925293981983,0.16088591410144598,0.0016680511848937672,0.23035623314571668,-0.00041837455170387757,-0.0032322278344689764,0.0016897705822363097,0.13192734100188552,-0.23746921380339395
56,Ez0_before,0.0,2.7772858997576755e-06,0.3822298382831965,0.0028639493140830245,0.0007549657514830191,0.15982060413086996,-0.011012917938954883,0.1608859930102595,0.0016680526942843366,0.23035625634945833,-0.00041837321073949637,-0.0032322287321197504,0.0016897672061195676,0.13192742800979806,-0.23746937041763652
57,Ez0_before,0.0,2.7169904932844435e-06,0.3822298335016122,0.002863951639667164,0.0007549660444884,0.1598206752065875,-0.011012910608005938,0.16088607166563168,0.0016680541990851832,0.23035627947268525,-0.0004183718754601613,-0.003232229626554427,0.0016897638417894953,0.13192751475633094,-0.2374695265613957
58,Ez0_before,0.0,2.6580665990483254e-06,0.38222982873335554,0.002863953957679646,0.000754966336305161,0.15982074605000413,-0.011012903300753791,0.16088615007155882,0.001668055699368528,0.23035630251667272,-0.0004183705457807786,-0.003232230517823764,0.001689760489065723,0.13192760124558653,-0.23746968224205575
59,Ez0_before,0.0,2.600483131304232e-06,0.3822298239782184,0.002863956268239652,0.0007549666269507153,0.1598208166647861,-0.011012896016823651,0.16088622823197019,0.0016680571952054288,0.23035632548267487,-0.00041836922161687744,-0.003232231405977712,0.0016897571477701196,0.131927687481594,-0.2374698374668692
60,Ez0_before,0.0,2.5442097019157117e-06,0.3822298192359962,0.002863958571464525,0.0007549669164423973,0.15982088705453873,-0.011012888755847161,0.16088630615072852,0.0016680586866657217,0.23035634837192517,-0.00041836790288472955,-0.0032322322910654268,0.0016897538177268272,0.13192777346830933,-0.2374699922429568
61,Ez0_before,0.0,2.489216605339184e-06,0.38222981450648774,0.0028639608674696625,0.0007549672047973549,0.15982095722280681,-0.011012881517462299,0.16088638383162965,0.0016680601738180301,0.23035637118563648,-0.0004183665895013138,-0.003232233173135266,0.0016897504987623446,0.13192785916817287,-0.23747014650271117
62,Ez0_before,0.0,2.435473532208521e-06,0.38222980979022664,0.0028639631564889847,0.0007549674917182212,0.15982102717140623,-0.01101287430143703,0.16088646126593745,0.001668061656688791,0.23035639392566348,-0.00041836528088304054,-0.003232234052276008,0.0016897471909772936,0.1319279446424386,-0.23747030035638947
63,Ez0_before,0.0,2.382952985463538e-06,0.38222980508684623,0.002863965438258392,0.0007549677776954174,0.15982109690174273,-0.011012867107736357,0.16088653846919881,0.0016680631351886261,0.23035641659183526,-0.0004183639775564992,-0.0032322349284673833,0.0016897438939390114,0.13192802988288974,-0.23747045378920154
64,Ez0_before,0.0,2.331627578233686e-06,0.38222980039586635,0.0028639677129988364,0.0007549680626993181,0.15982116641848654,-0.011012859935862509,0.16088661544551738,0.001668064609478237,0.23035643918528906,-0.0004183626794313416,-0.003232235801760813,0.001689740607481762,0.1319281148908202,-0.23747060680347637
65,Ez0_before,0.0,2.2814703226348154e-06,0.38222979571692506,0.002863969980891597,0.0007549683466944123,0.1598212357258142,-0.011012852785371181,0.16088669219827406,0.0016680660796801565,0.2303564617072581,-0.00041836138639864427,-0.003232236672204767,0.001689737331451115,0.13192819966886393,-0.2374707594039551
66,Ez0_before,0.0,2.2324547397367667e-06,0.38222979104974997,0.0028639722420778007,0.000754968629664735,0.15982130482745543,-0.011012845655870884,0.1608867687308343,0.0016680675458853483,0.23035648415895368,-0.0004183600983619604,-0.003232237539844784,0.0016897340656910117,0.13192828422006253,-0.23747091159611255
67,Ez0_before,0.0,2.1845549051102697e-06,0.3822297863941224,0.002863974496677222,0.0007549689116078215,0.15982137372686597,-0.011012838547002628,0.16088684504655487,0.0016680690081676175,0.23035650654155113,-0.0004183588152333522,-0.00323223840472532,0.0016897308100452515,0.1319283685476232,-0.23747106338572174
68,Ez0_before,0.0,2.1377454626908543e-06,0.3822297817498548,0.0028639767447984606,0.0007549691925293572,0.15982144242732887,-0.011012831458427765,0.1608869211487607,0.001668070466591782,0.2303565288561899,-0.0004183575369298627,-0.0032322392668902443,0.0016897275643588388,0.13192845265480865,-0.23747121477865557
69,Ez0_before,0.0,2.0920016241404715e-06,0.3822297771167761,0.0028639789865441863,0.000754969472439737,0.15982151093200853,-0.011012824389821398,0.1608869970407309,0.0016680719212178324,0.23035655110397696,-0.00041835626337172183,-0.0032322401263829444,0.0016897243284786348,0.13192853654488063,-0.23747136578078512
70,Ez0_before,0.0,2.047299160479188e-06,0.3822297724947247,0.002863981222013462,0.0007549697513520509,0.15982157924397952,-0.011012817340868824,0.1608870727256908,0.0016680733721030764,0.2303565732859898,-0.00041835499448137086,-0.0032322409832461936,0.00168972110225359,0.1319286202210705,-0.23747151639792688
71,Ez0_before,0.0,2.003614391593578e-06,0.38222976788354424,0.002863983451302795,0.0007549700292807354,0.15982164736624233,-0.01101281031126364,0.160887148206809,0.0016680748193030792,0.2303565954032793,-0.000418353730182983,-0.003232241837521999,0.0016897178855349965,0.1319287036865633,-0.23747166663581393
72,Ez0_before,0.0,1.96092417414917e-06,0.3822297632830816,0.002863985674506713,0.0007549703062409346,0.15982171530173142,-0.011012803300706567,0.16088722348719522,0.0016680762628721651,0.23035661745687155,-0.0004183524704021842,-0.0032322426892515584,0.0016897146781764524,0.13192878694449048,-0.23747181650008287
73,Ez0_before,0.0,1.9192058892253394e-06,0.3822297586931864,0.002863987891717953,0.0007549705822479638,0.15982178305332062,-0.01101279630890487,0.1608872985699,0.0016680777028636434,0.23035663944776968,-0.0004183512150659026,-0.003232243538475253,0.001689711480034046,0.1319288699979259,-0.23747196599626666
74,Ez0_before,0.0,1.8784374302416307e-06,0.3822297541137105,0.0028639901030275065,0.0007549708573171224,0.1598218506238255,-0.011012789335571944,0.16088737345791498,0.0016680791393298882,0.230356661376955,-0.0004183499641023758,-0.0032322443852325893,0.0016897082909662544,0.13192895284988415,-0.23747211512979147
75,Ez0_before,0.0,1.8385971910783727e-06,0.3822297495445078,0.0028639923085247553,0.0007549711314635799,0.15982191801600565,-0.011012782380427027,0.160887448154173,0.001668080572322348,0.23035668324538805,-0.00041834871744104985,-0.0032322452295623447,0.0016897051108340658,0.13192903550332044,-0.2374722639059768
76,Ez0_before,0.0,1.7996640545442366e-06,0.38222974498543466,0.0028639945082973763,0.0007549714047022527,0.15982198523256583,-0.011012775443195056,0.16088752266154913,0.0016680820018915628,0.23035670505400913,-0.0004183474750125253,-0.0032322460715024206,0.001689701939500906,0.13192911796113047,-0.23747241233003485
77,Ez0_before,0.0,1.761617381176861e-06,0.3822297404363496,0.002863996702431389,0.0007549716770477829,0.159822052276157,-0.011012768523606484,0.160887596982861,0.001668083428087157,0.2303567268037396,-0.000418346236748657,-0.003232246911089952,0.0016896987768326684,0.13192920018477192,-0.23747256033258946
78,Ez0_before,0.0,1.724435730224294e-06,0.38222973589784354,0.002863998891131432,0.0007549719482006021,0.1598221191477115,-0.011012761621520685,0.16088767110842367,0.0016680848509169144,0.2303567484961425,-0.00041834500208182883,-0.003232247748402415,0.0016896956229689513,0.13192928223438544,-0.2374727080218938
79,Ez0_before,0.0,1.6881002728730277e-06,0.38222973136960725,0.0028640010741051098,0.000754972218647687,0.15982218584776034,-0.011012754736992815,0.16088774505280973,0.0016680862702732752,0.23035677013075995,-0.00041834377155329283,-0.0032322485834084813,0.0016896924775169067,0.13192936410075365,-0.23747285538135657
80,Ez0_before,0.0,1.6525921002485955e-06,0.38222972685121737,0.0028640032515447104,0.0007549724883565849,0.159822252380103,-0.011012747869615,0.1608878188191757,0.0016680876862986875,0.23035679170844248,-0.00041834254508855853,-0.003232249416148417,0.0016896893403500896,0.13192944578417182,-0.2374730024115093
81,Ez0_before,0.0,1.6178925149323842e-06,0.38222972234236685,0.002864005423603211,0.0007549727572888982,0.15982231874805453,-0.011012741019031713,0.16088789240996745,0.0016680890990978096,0.23035681323013849,-0.00041834132259481905,-0.003232250246659626,0.0016896862113533052,0.13192952728628843,-0.23747314911531917
82,Ez0_before,0.0,1.5839831449121489e-06,0.3822297178428373,0.0028640075903937994,0.0007549730254257417,0.15982238495449355,-0.011012734184939149,0.16088796582762702,0.0016680905087439954,0.23035683469677687,-0.00041834010399191323,-0.00323225107497663,0.0016896830904095314,0.13192960860917435,-0.23747329549651383
83,Ez0_before,0.0,1.5508459930840823e-06,0.3822297133524632,0.0028640097520086305,0.0007549732927615341,0.1598224510020348,-0.011012727367064873,0.16088803907459992,0.0016680919152937926,0.23035685610925277,-0.00041833888920834344,-0.0032322519011329168,0.0016896799774014297,0.13192968975508082,-0.2374734415591455
84,Ez0_before,0.0,1.5392873789463234e-06,0.38222970887110824,0.002864011908529176,0.0007549735592988734,0.1598225168931306,-0.011012720565155669,0.16088811215331186,0.0016680933187950885,0.2303568774684286,-0.00041833767817779497,-0.003232252725161549,0.001689676872212588,0.1319297707263299,-0.2374735873073938
85,Ez0_before,0.0,1.537880796321318e-06,0.3822297043986522,0.0028640140600312437,0.0007549738250449735,0.15982258263012544,-0.011012713778970895,0.1608881850661552,0.0016680947192912296,0.23035689877513704,-0.0004183364708371056,-0.0032322535470951713,0.001689673774728262,0.13192985152525796,-0.23747373274546435
86,Ez0_before,0.0,1.5364753774557227e-06,0.382229699934983,0.0028640162065873475,0.0007549740900097022,0.1598226482152848,-0.011012707008278968,0.16088825781548152,0.0016680961168231505,0.23035692003018418,-0.0004183352671254877,-0.0032322543669658457,0.001689670684835421,0.13192993215418614,-0.23747387787753504
87,Ez0_before,0.0,1.5350711242124136e-06,0.38222969547999286,0.0028640183482679616,0.0007549743542042708,0.15982271365081097,-0.011012700252855364,0.160888330403598,0.0016680975114303442,0.23035694123435274,-0.0004183340669838408,-0.003232255184805069,0.0016896676024230795,0.13193001261540493,-0.23747402270772888
88,Ez0_before,0.0,1.5336680383468224e-06,0.38222969103357596,0.002864020485141834,0.000754974617640559,0.1598227789388517,-0.011012693512481565,0.16088840283276626,0.0016680989031513777,0.23035696238840403,-0.0004183328703545813,-0.0032322560006435674,0.001689664527382223,0.13193009291116634,-0.2374741672400994
89,Ez0_before,0.0,1.5322661215368604e-06,0.3822296865956285,0.002864022617276374,0.0007549748803305765,0.15982284408150524,-0.01101268678694433,0.16088847510520174,0.0016681002920240673,0.23035698349307948,-0.0004183316771814189,-0.003232256814511427,0.001689661459605907,0.13193017304367996,-0.23747431147862394
90,Ez0_before,0.0,1.530865375439297e-06,0.38222968216604764,0.0028640247447376185,0.0007549751422863964,0.15982290908082325,-0.011012680076035314,0.1608885472230741,0.0016681016780855792,0.2303570045491024,-0.00041833048740934776,-0.0032322576264379966,0.0016896583989892433,0.13193025301511146,-0.23747445542720064
91,Ez0_before,0.0,1.5294658015711478e-06,0.382229677744732,0.0028640268675903377,0.0007549754035198022,0.15982297393881306,-0.011012673379550834,0.16088861918850733,0.0016681030613724512,0.23035702555717855,-0.0004183293009844151,-0.003232258436451912,0.001689655345429405,0.1319303328275823,-0.23747459908964813
