step,Ez_V_per_m,Pz_mode_A,P_C_per_m2
117,877500000.0,-0.18966809351827482,0.3414025683328947
118,885000000.0,-0.1900978472037457,0.34217612496674227
119,892500000.0,-0.19053301624385133,0.3429594292389324
120,900000000.0,-0.19096444917103178,0.34373600850785724
121,907500000.0,-0.1913909756722646,0.3445037562100763
122,915000000.0,-0.1918227231626975,0.3452809016928555
123,922500000.0,-0.19224741404782514,0.34604534528608527
124,930000000.0,-0.19267695694877665,0.346818522507798
125,937500000.0,-0.19309951929580277,0.347579134732445
126,945000000.0,-0.19352684219749022,0.34834831595548243
127,952500000.0,-0.19394729841449126,0.34910513714608427
128,960000000.0,-0.194372430605326,0.3498703750895868
129,967500000.0,-0.1947908095644636,0.3506234572160345
130,975000000.0,-0.19521057046651136,0.35137902683972044
131,982500000.0,-0.1956327962413129,0.35213903323436324
132,990000000.0,-0.19604815405675527,0.3528866773021595
133,997500000.0,-0.19646482909168783,0.3536366923650381
134,1005000000.0,-0.19688078770303097,0.35438541786545574
135,1012500000.0,-0.19729577451022456,0.35513239411840425
136,1020000000.0,-0.19770976271332397,0.35587757288398314
137,1027500000.0,-0.19812275599232432,0.35662096078618377
138,1035000000.0,-0.19853476158965605,0.3573625708613809
139,1042500000.0,-0.19894578732785756,0.35810241719014363
140,1050000000.0,-0.19935584101348247,0.35884051382426846
141,1057500000.0,-0.19976493049338065,0.35957687488808515
142,1065000000.0,-0.2001730640084525,0.3603115152152145
143,1072500000.0,-0.20058024956844536,0.36104444922320167
144,1080000000.0,-0.20098649518360964,0.36177569133049736
145,1087500000.0,-0.2013918087038038,0.3625052556668468
146,1095000000.0,-0.20179619808870122,0.3632331565596622
147,1102500000.0,-0.20219967155983296,0.36395940880769934
148,1110000000.0,-0.20260223712684708,0.36468402682832474
149,1117500000.0,-0.20300390278511493,0.3654070250132069
150,1125000000.0,-0.2034046764503027,0.3661284176105449
151,1132500000.0,-0.20380456584716078,0.3668482185248894
152,1140000000.0,-0.20420357925119131,0.3675664426521444
153,1147500000.0,-0.20460172459736906,0.3682831042752643
154,1155000000.0,-0.2049990098046884,0.36899821764843915
155,1162500000.0,-0.205395442769378,0.3697117969848804
156,1170000000.0,-0.2057910311026469,0.37042385598476446
157,1177500000.0,-0.20618578280491562,0.37113440904884815
158,1185000000.0,-0.2065769319266346,0.3718384774679423
159,1192500000.0,-0.20697242630248236,0.3725503673444683
160,1200000000.0,-0.20736497990403702,0.37325696382726664
161,1207500000.0,-0.20775378624419233,0.3739568152395462
162,1215000000.0,-0.2081468175633001,0.3746642716139402
163,1222500000.0,-0.20853430027680858,0.37536174049825544
164,1230000000.0,-0.20892575410979178,0.37606635739762523
165,1237500000.0,-0.20931171920844938,0.3767610945752089
166,1245000000.0,-0.20970159893574597,0.37746287808434276
167,1252500000.0,-0.21008607243816177,0.3781549303886912
168,1260000000.0,-0.2104744081711349,0.37885393470804285
169,1267500000.0,-0.21085741862322052,0.37954335352179697
170,1275000000.0,-0.21124168535470883,0.3802350336384759
171,1282500000.0,-0.21162799180664585,0.38093038525196254
172,1290000000.0,-0.2120088867425005,0.38161599613650093
173,1297500000.0,-0.21239100039235548,0.38230380070623987
174,1305000000.0,-0.2127726257201934,0.3829907262963481
175,1312500000.0,-0.21315357644656951,0.38367643760382514
176,1320000000.0,-0.21353383780255697,0.38436090804460254
177,1327500000.0,-0.2139134141988217,0.3850441455578791
178,1335000000.0,-0.21429231226632678,0.3857261620793882
179,1342500000.0,-0.21467053890118068,0.3864069700221252
180,1350000000.0,-0.2150481010122299,0.38708658182201383
181,1357500000.0,-0.2154250054794963,0.38776500986309337
182,1365000000.0,-0.2158012588557998,0.3884422659404396
183,1372500000.0,-0.21617686817816073,0.38911836272068934
184,1380000000.0,-0.21655184025377613,0.38979331245679705
185,1387500000.0,-0.21692618179365444,0.390467127228578
186,1395000000.0,-0.2172998994622036,0.3911398190319665
187,1402500000.0,-0.21767299987844527,0.3918113997812015
188,1410000000.0,-0.21804548961610615,0.3924818813089911
189,1417500000.0,-0.21841737504473246,0.39315127508051845
190,1425000000.0,-0.21878866263113375,0.3938195927360408
191,1432500000.0,-0.21915935899123426,0.3944868461842217
192,1440000000.0,-0.21952947052018484,0.39515304693633274
193,1447500000.0,-0.21989900356594227,0.3958182064186961
194,1455000000.0,-0.22026555721788404,0.39647800299219127
195,1462500000.0,-0.22063604434877387,0.397144879827793
196,1470000000.0,-0.22100409385081862,0.3978073689314735
197,1477500000.0,-0.22136903568696825,0.39846426423654285
198,1485000000.0,-0.22173783056059526,0.3991280950090715
199,1492500000.0,-0.22210189498928684,0.39978341098071635
200,1500000000.0,-0.2224696127894003,0.4004453030209206
201,1492500000.0,-0.22218532791500803,0.39993359024701447
202,1485000000.0,-0.22181299414390143,0.39926338945902257
203,1477500000.0,-0.22142459096075928,0.3985642637293667
204,1470000000.0,-0.22105791026980484,0.3979042384856487
205,1462500000.0,-0.22069308219944073,0.3972475479589933
206,1455000000.0,-0.22032792713810936,0.3965902688485969
207,1447500000.0,-0.21995989884128608,0.395927817914315
208,1440000000.0,-0.21959565152083446,0.39527217273750204
209,1432500000.0,-0.21922661101264854,0.3946078998227674
210,1425000000.0,-0.21886118093023632,0.3939501256744254
211,1417500000.0,-0.21849086925650207,0.3932835646617037
212,1410000000.0,-0.21812421071200966,0.3926235792816174
213,1402500000.0,-0.21775260215985884,0.3919546838877459
214,1395000000.0,-0.21738229707792403,0.39128813474026325
215,1387500000.0,-0.2170139577209237,0.39062512389766263
216,1380000000.0,-0.21664038524244564,0.38995269343640215
217,1372500000.0,-0.2162681101642647,0.38928259829567646
218,1365000000.0,-0.21589537564296893,0.3886116761573441
219,1357500000.0,-0.21552199125080607,0.3879395842514509
220,1350000000.0,-0.21514793104929444,0.38726627588873
221,1342500000.0,-0.2147731867476838,0.38659173614583087
222,1335000000.0,-0.214397752009547,0.3859159536171846
223,1327500000.0,-0.21402162070998693,0.3852389172779765
224,1320000000.0,-0.21364478638121034,0.38456061548617865
225,1312500000.0,-0.2132672431867875,0.3838810377362175
226,1305000000.0,-0.21288898491141334,0.38320017284054403
227,1297500000.0,-0.21251000528334552,0.38251800951002196
228,1290000000.0,-0.2121302979771032,0.3818345363587858
229,1282500000.0,-0.21174985661477203,0.3811497419065897
230,1275000000.0,-0.21136867476669918,0.38046361458005856
231,1267500000.0,-0.21098674595223565,0.3797761427140242
232,1260000000.0,-0.21060406364055634,0.37908731455300143
233,1252500000.0,-0.21022062125154167,0.378397118252775
234,1245000000.0,-0.20983641215671683,0.3777055418820903
235,1237500000.0,-0.20945142968024133,0.3770125734244344
236,1230000000.0,-0.2090656670999551,0.37631820077991923
237,1222500000.0,-0.2086765279777424,0.37561775035993633
238,1215000000.0,-0.2082914637324623,0.3749246347184321
239,1207500000.0,-0.20790359103836484,0.3742264638690567
240,1200000000.0,-0.2075120175010085,0.37352163150181533
241,1192500000.0,-0.2071245850154057,0.37282425302773026
242,1185000000.0,-0.20673158181831688,0.3721168472729704
243,1177500000.0,-0.20634256202026263,0.37141661163647277
244,1170000000.0,-0.20594785951453903,0.3707061471261703
245,1162500000.0,-0.20555719874943756,0.3700029577489876
246,1155000000.0,-0.20516076430423236,0.3692893757476183
247,1147500000.0,-0.20476564606351833,0.368578162914333
248,1140000000.0,-0.20437271544793625,0.36787088780628524
249,1132500000.0,-0.20397365977088286,0.3671525875875892
250,1125000000.0,-0.20357591629543562,0.3664366493317841
251,1117500000.0,-0.20317753583735934,0.3657195645072468
252,1110000000.0,-0.20277829060028407,0.36500092308051135
253,1102500000.0,-0.20237814766245737,0.3642806657924233
254,1095000000.0,-0.20197709657441315,0.3635587738339437
255,1087500000.0,-0.20157512958657803,0.36283523325584044
256,1080000000.0,-0.20117223930666095,0.3621100307519897
257,1072500000.0,-0.20076841839907172,0.36138315311832914
258,1065000000.0,-0.20036365953916196,0.36065458717049154
259,1057500000.0,-0.19995795540508712,0.35992431972915684
260,1050000000.0,-0.19955129867739912,0.35919233761931846
261,1042500000.0,-0.1991436820409621,0.3584586276737318
262,1035000000.0,-0.19873509818778137,0.35772317673800647
263,1027500000.0,-0.19832553982026588,0.3569859716764786
264,1020000000.0,-0.1979149996547423,0.35624699937853616
265,1012500000.0,-0.19750347042514874,0.3555062467652677
266,1005000000.0,-0.1970909448868824,0.3547637007963883
267,997500000.0,-0.1966774158207888,0.35401934847741984
268,990000000.0,-0.1962628760372928,0.35327317686712706
269,982500000.0,-0.19584731838066965,0.35252517308520537
270,975000000.0,-0.19543073573345798,0.3517753243202244
271,967500000.0,-0.1950131210210162,0.35102361783782915
272,960000000.0,-0.19459446728421595,0.3502700411115887
273,952500000.0,-0.19417476780515527,0.3495145820492795
274,945000000.0,-0.19375401533919268,0.34875722761054684
275,937500000.0,-0.19332893695873463,0.34799208652572233
276,930000000.0,-0.19290884105088726,0.3472359138915971
277,922500000.0,-0.19248526588302786,0.34647347858945016
278,915000000.0,-0.19205692768530325,0.34570246983354586
279,907500000.0,-0.19163367008296053,0.344940606149329
280,900000000.0,-0.19120343583338348,0.3441661845000903
281,892500000.0,-0.19077807876934164,0.34340054178481494
282,885000000.0,-0.19034559359751982,0.34262206847553567
283,877500000.0,-0.18991807180895864,0.3418525292561256
284,870000000.0,-0.1894833041686969,0.34106994750365444
285,862500000.0,-0.18905359350873602,0.34029646831572485
286,855000000.0,-0.18861651883773706,0.3395097339079267
287,847500000.0,-0.1881809829255155,0.3387257692659279
288,840000000.0,-0.1877483018805416,0.3379469433849749
289,832500000.0,-0.18730777698080064,0.33715399856544115
290,825000000.0,-0.18686878962918602,0.33636382133253484
291,817500000.0,-0.18642900706553017,0.33557221271795434
292,810000000.0,-0.18598811288324024,0.33477860318983244
293,802500000.0,-0.18554605981556727,0.3339829076680211
294,795000000.0,-0.18510283734327107,0.3331851072178879
295,787500000.0,-0.18465844024767697,0.33238519244581854
296,780000000.0,-0.18421286427186714,0.33158315568936086
297,772500000.0,-0.18376610549997402,0.33077898989995325
298,765000000.0,-0.18331816070321874,0.32997268926579376
299,757500000.0,-0.18286902600465632,0.3291642468083814
300,750000000.0,-0.1824186982149415,0.3283536567868947
301,742500000.0,-0.1819671743832263,0.32754091388980733
302,735000000.0,-0.1815144518157837,0.32672601326841066
303,727500000.0,-0.1810605280807768,0.32590895054539826
304,720000000.0,-0.1806054010159247,0.32508972182866447
305,712500000.0,-0.18014906873660747,0.3242683237258934
306,705000000.0,-0.1796915296440161,0.323444753359229
307,697500000.0,-0.17923278247461402,0.32261900845430524
308,690000000.0,-0.17877282658369967,0.3217910878506594
309,682500000.0,-0.178311660880573,0.3209609895850314
310,675000000.0,-0.177845166558301,0.3201212998049418
311,667500000.0,-0.17738499233482335,0.31929298620268204
312,660000000.0,-0.17692073183377977,0.31845731730080357
313,652500000.0,-0.1764505818676937,0.31761104736184864
314,645000000.0,-0.1759868763523824,0.3167763774342883
315,637500000.0,-0.17551471713715902,0.31592649084688623
316,630000000.0,-0.17504872696613136,0.31508770853903645
317,622500000.0,-0.17457411205770068,0.3142334017038612
318,615000000.0,-0.17410140857489112,0.31338253543480404
319,607500000.0,-0.1736323774163614,0.3125382793494505
320,600000000.0,-0.17315416054846897,0.3116774889872441
321,592500000.0,-0.17267786113424072,0.3108201500416333
322,585000000.0,-0.17220085094132778,0.30996153169439
323,577500000.0,-0.17172273274037714,0.3091009189326789
324,570000000.0,-0.1712434491059612,0.3082382083907302
325,562500000.0,-0.17076299552171215,0.30737339193908186
326,555000000.0,-0.17028137562130724,0.306506476118353
327,547500000.0,-0.16979859509094666,0.305637471163704
328,540000000.0,-0.16931466028985123,0.3047663885217322
329,532500000.0,-0.16882957804527463,0.30389324048149435
330,525000000.0,-0.16834335561357794,0.3030180401044403
331,517500000.0,-0.16785600067121975,0.3021408012081956
332,510000000.0,-0.16736752168719,0.30126153903694197
333,502500000.0,-0.16687333824672496,0.3003720088441049
334,495000000.0,-0.16638638432091427,0.2994954917776457
335,487500000.0,-0.16589056379365988,0.2986030148285878
336,480000000.0,-0.16540157688242715,0.2977228383883689
337,472500000.0,-0.16490355418919006,0.29682639754054213
338,465000000.0,-0.16440776870938364,0.29593398367689056
339,457500000.0,-0.16391145267566512,0.2950406148161972
340,450000000.0,-0.1634141776535541,0.29414551977639736
341,442500000.0,-0.16291588472447474,0.29324859250405455
342,435000000.0,-0.1624165743347296,0.29234983380251334
343,427500000.0,-0.16191625690279343,0.29144926242502817
344,420000000.0,-0.16141494482035518,0.29054690067663935
345,412500000.0,-0.16091265139394445,0.28964277250910003
346,405000000.0,-0.16040938998976745,0.2887369019815814
347,397500000.0,-0.1599051741381849,0.2878293134487328
348,390000000.0,-0.15939531229421802,0.28691156212959246
349,382500000.0,-0.15889305968389322,0.28600750743100783
350,375000000.0,-0.15838196121980327,0.2850875301956459
351,367500000.0,-0.1578733079603147,0.28417195432856646
352,360000000.0,-0.1573643083184307,0.2832557549731753
353,352500000.0,-0.1568545310694271,0.2823381559249688
354,345000000.0,-0.1563439196498032,0.2814190553696458
355,337500000.0,-0.1558324778712997,0.28049846016833946
356,330000000.0,-0.15532021957394576,0.2795763952331024
357,322500000.0,-0.15480716092569285,0.2786528896662471
358,315000000.0,-0.15429331757293677,0.2777279716312862
359,307500000.0,-0.1537740603724458,0.2767933086704024
360,300000000.0,-0.1532624833811354,0.27587247008604376
361,292500000.0,-0.15274233404203472,0.2749362012756625
362,285000000.0,-0.15222477131022505,0.2740045883584051
363,277500000.0,-0.15170703053599557,0.27307265496479205
364,270000000.0,-0.15118868983664785,0.27213964170596616
365,262500000.0,-0.15066969553443943,0.271205451961991
366,255000000.0,-0.15015005250799346,0.2702700945143882
367,247500000.0,-0.14962529260551724,0.26932552668993104
368,240000000.0,-0.14910806909871305,0.2683945243776835
369,232500000.0,-0.1485826540421466,0.2674487772758639
370,225000000.0,-0.14805986595259363,0.26650775871466853
371,217500000.0,-0.14753700343217763,0.2655666061779197
372,210000000.0,-0.14701366564066717,0.26462459815320094
373,202500000.0,-0.14648980234041994,0.2636816442127559
374,195000000.0,-0.14596112379620912,0.2627300228331764
375,187500000.0,-0.14543976816577045,0.2617915826983868
376,180000000.0,-0.14491061763730195,0.2608391117471435
377,172500000.0,-0.14438409303516714,0.2598913674633009
378,165000000.0,-0.14385756648736775,0.258943619677262
379,157500000.0,-0.14333065884254584,0.2579951859165825
380,150000000.0,-0.14279923322100074,0.25703861979780135
381,142500000.0,-0.1422707930872807,0.25608742755710523
382,135000000.0,-0.14174242659752648,0.25513636787554766
383,127500000.0,-0.1412137296953943,0.2541847134517098
384,120000000.0,-0.1406807892880925,0.2532254207185665
385,112500000.0,-0.14015455746261035,0.25227820343269863
386,105000000.0,-0.13962131180796683,0.2513183612543403
387,97500000.0,-0.13909055948912719,0.25036300708042897
388,90000000.0,-0.1385561929429023,0.24940114729722415
389,82500000.0,-0.13802461969783925,0.24844431545611065
390,75000000.0,-0.13749311911093828,0.24748761439968892
391,67500000.0,-0.1369613429148806,0.2465304172467851
392,60000000.0,-0.13642579114590508,0.24556642406262916
393,52500000.0,-0.13589285130440476,0.24460713234792858
394,45000000.0,-0.13535996074858792,0.24364792934745824
395,37500000.0,-0.13482354019433107,0.24268237234979592
396,30000000.0,-0.13428959540403002,0.24172127172725402
397,22500000.0,-0.13375567196775884,0.24076020954196592
398,15000000.0,-0.1332183950497507,0.23979311108955126
399,7500000.0,-0.13268345216080135,0.23883021388944245
400,0.0,-0.13214559108390145,0.2378620639510226
401,-7500000.0,-0.1316099496951138,0.23689790945120484
402,-15000000.0,-0.13107152191594929,0.2359287394487087
403,-22500000.0,-0.13053516817755267,0.2349633027195948
404,-30000000.0,-0.129996142006689,0.2339930556120402
405,-37500000.0,-0.12945904760708393,0.23302628569275108
406,-45000000.0,-0.12891938105047313,0.23205488589085163
407,-52500000.0,-0.1283815077768763,0.23108671399837732
408,-60000000.0,-0.12784114863432736,0.23011406754178926
409,-67500000.0,-0.12730026120805948,0.2291404701745071
410,-75000000.0,-0.1267590095157762,0.2281662171283972
411,-82500000.0,-0.12621933475835614,0.22719480256504107
412,-90000000.0,-0.12567743327246797,0.22621937989044236
413,-97500000.0,-0.12513496444452885,0.22524293600015194
414,-105000000.0,-0.1245920367422801,0.22426566613610419
415,-112500000.0,-0.12404706311183336,0.22328471360130006
416,-120000000.0,-0.12350454972977516,0.2223081895135953
417,-127500000.0,-0.12295878194515603,0.22132580750128086
418,-135000000.0,-0.12241369149913414,0.22034464469844145
419,-142500000.0,-0.12186685895106547,0.21936034611191785
420,-150000000.0,-0.1213205158297936,0.21837692849362847
421,-157500000.0,-0.12077251025330275,0.21739051845594495
422,-165000000.0,-0.12022292758404235,0.21640126965127623
423,-172500000.0,-0.11967350385715964,0.21541230694288735
424,-180000000.0,-0.11912333951272658,0.21442201112290785
425,-187500000.0,-0.11857111329306051,0.21342800392750894
426,-195000000.0,-0.11801862555602215,0.21243352600083987
427,-202500000.0,-0.11746437488345131,0.21143587479021236
428,-210000000.0,-0.1169092159916974,0.21043658878505533
429,-217500000.0,-0.11635274219294038,0.20943493594729268
430,-225000000.0,-0.11579449467339685,0.20843009041211433
431,-232500000.0,-0.11523451130105003,0.20742212034189006
432,-240000000.0,-0.11467240071511152,0.20641032128720074
433,-247500000.0,-0.11410704132068183,0.2053926743772273
434,-255000000.0,-0.11353537667196624,0.20436367800953922
435,-262500000.0,-0.1129408820409611,0.20329358767373
436,-270000000.0,-0.11211505552441911,0.2018070999439544
437,-277500000.0,-0.1112110569703118,0.20017990254656126
438,-285000000.0,-0.11073411306472375,0.19932140351650277
439,-292500000.0,-0.11018901607062369,0.19834022892712264
440,-300000000.0,-0.10962770715709427,0.1973298728827697
441,-307500000.0,-0.10906134850404384,0.1963104273072789
442,-315000000.0,-0.10849880724193922,0.1952978530354906
443,-322500000.0,-0.1079291915674892,0.19427254482148057
444,-330000000.0,-0.10735618971984318,0.19324114149571772
445,-337500000.0,-0.10677373382482097,0.19219272088467776
446,-345000000.0,-0.10619386533689232,0.19114895760640618
447,-352500000.0,-0.10561258579413392,0.19010265442944105
448,-360000000.0,-0.10502886662612713,0.18905195992702883
449,-367500000.0,-0.10444235350542215,0.18799623630975987
450,-375000000.0,-0.10384556981056145,0.18692202565901062
451,-382500000.0,-0.10325134647956416,0.1858524236632155
452,-390000000.0,-0.10265477625064812,0.1847785972511666
453,-397500000.0,-0.10205486399432606,0.18369875518978693
454,-405000000.0,-0.10145126077968619,0.18261226940343514
455,-412500000.0,-0.10083672807381885,0.18150611053287394
456,-420000000.0,-0.10022313241343486,0.18040163834418277
457,-427500000.0,-0.09960632117374413,0.17929137811273943
458,-435000000.0,-0.09897814138312987,0.17816065448963375
459,-442500000.0,-0.09835013908072754,0.1770302503453096
460,-450000000.0,-0.09771807500603806,0.17589253501086852
461,-457500000.0,-0.09707367154198827,0.1747326087755789
462,-465000000.0,-0.09642845140678238,0.1735712125322083
463,-472500000.0,-0.09577111918709001,0.17238801453676203
464,-480000000.0,-0.09511233267156946,0.17120219880882503
465,-487500000.0,-0.09444755886661027,0.1700056059598985
466,-495000000.0,-0.09376815650199401,0.1687826817035892
467,-502500000.0,-0.09307857035659892,0.16754142664187804
468,-510000000.0,-0.0923863233548358,0.16629538203870445
469,-517500000.0,-0.09167879904731463,0.16502183828516634
470,-525000000.0,-0.09095921015205978,0.1637265782737076
471,-532500000.0,-0.09023463376667164,0.16242234078000894
472,-540000000.0,-0.08949204909088057,0.16108568836358503
473,-547500000.0,-0.08873427791366544,0.15972170024459778
474,-555000000.0,-0.08796098249354936,0.15832976848838887
475,-562500000.0,-0.08717087416458268,0.15690757349624881
476,-570000000.0,-0.0863622377828891,0.15545202800920038
477,-577500000.0,-0.08552574708760358,0.15394634475768645
478,-585000000.0,-0.08467143797387304,0.15240858835297147
479,-592500000.0,-0.08378506100356843,0.15081310980642318
480,-600000000.0,-0.0828672363856503,0.14916102549417054
481,-607500000.0,-0.08191444540149588,0.1474460017226926
482,-615000000.0,-0.08091372894139637,0.14564471209451346
483,-622500000.0,-0.0798554904541568,0.14373988281748223
484,-630000000.0,-0.07873602098753622,0.1417248377775652
485,-637500000.0,-0.07753491405078726,0.13956284529141708
486,-645000000.0,-0.07622117277148582,0.1371981109886745
487,-652500000.0,-0.07474899292761632,0.13454818726970938
488,-660000000.0,-0.07301932394071052,0.13143478309327894
489,-667500000.0,-0.07079998266381121,0.1274399687948602
490,-675000000.0,-0.06452149251226985,0.11613868652208574
491,-682500000.0,0.1779555250320792,-0.3203199450577426
492,-690000000.0,0.17842322305790964,-0.32116180150423734
493,-697500000.0,0.17890392574509129,-0.32202706634116435
494,-705000000.0,0.1793733721479125,-0.3228720698662425
495,-712500000.0,0.17983535660254027,-0.3237036418845725
496,-720000000.0,0.18029918176029328,-0.3245385271685279
497,-727500000.0,0.1807542908070934,-0.32535772345276814
498,-735000000.0,0.1812109542061079,-0.32617971757099423
499,-742500000.0,0.18166680238482785,-0.32700024429269015
500,-750000000.0,0.18212148280941087,-0.32781866905693957
501,-757500000.0,0.18257494562023352,-0.3286349021164203
502,-765000000.0,0.18302718595300876,-0.3294489347154158
503,-772500000.0,0.18347820627141978,-0.33026077128855563
504,-780000000.0,0.18392801049862256,-0.33107041889752065
505,-787500000.0,0.18437660235755454,-0.3318778842435982
506,-795000000.0,0.1848239867139685,-0.3326831760851433
